wyo_leaf_FPsc_02_052,wyo_leaf_FPsc_02_064,wyo_leaf_FPsc_02_065,wyo_leaf_FPsc_04_141,wyo_leaf_FPsc_04_170,wyo_leaf_FPsc_04_174,wyo_leaf_FPsc_05_178,wyo_leaf_FPsc_05_181,wyo_leaf_FPsc_05_218,wyo_leaf_FPsc_07_272,wyo_leaf_FPsc_07_292,wyo_leaf_FPsc_07_296,wyo_leaf_FPsc_10_399,wyo_leaf_FPsc_10_428,wyo_leaf_FPsc_10_435,wyo_leaf_FPsc_12_508,wyo_leaf_FPsc_12_517,wyo_leaf_FPsc_12_523,wyo_leaf_R500_02_055,wyo_leaf_R500_02_059,wyo_leaf_R500_02_082,wyo_leaf_R500_04_153,wyo_leaf_R500_04_154,wyo_leaf_R500_04_162,wyo_leaf_R500_05_179,wyo_leaf_R500_05_202,wyo_leaf_R500_05_213,wyo_leaf_R500_07_266,wyo_leaf_R500_07_269,wyo_leaf_R500_07_278,wyo_leaf_R500_10_406,wyo_leaf_R500_10_424,wyo_leaf_R500_10_432,wyo_leaf_R500_12_485,wyo_leaf_R500_12_504,wyo_leaf_R500_12_513
2.456843059,3.240985031,3.459290071,3.716132691,4.249535707,4.073782288,3.137518269,2.836642593,4.828823584,4.317182738,2.382496785,5.449876978,3.938002513,2.077287997,2.901557321,6.216792684,3.903292935,6.540063188,6.081412139,5.47730782,5.245980751,6.150077037,8.750392277,4.468194259,5.187538037,4.511435346,5.698653845,5.303464776,3.356902246,3.833237959,4.196895928,5.098729865,3.703175641,6.568031225,4.949362035,5.060199403
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146430406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153552691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720698397,0.141783264,0.146430406,0.246489923,0.297879617,0,0.132689275,1.266367521,0.345878138,0.25822325,0,0.119911312,0.347640673,0.123439188,0.109467187,0.253813438,0.115004532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.06999249,74.55821244,78.49129171,64.67525021,76.97641669,68.78013974,77.04235873,91.10744438,81.64333475,69.15444354,74.53804988,66.81216127,74.8992326,78.00271822,73.37298568,72.36178662,65.3612407,68.02363322,69.63177238,62.8294773,72.91884887,74.49075808,53.60860044,57.32514506,69.55768016,73.50733719,70.73928973,71.69765561,67.64868139,78.9408081,86.15999509,66.31929523,71.34859132,56.4428142,60.82144098,62.27230891
15.04816374,21.55255046,23.79572261,24.23564798,23.53589007,18.76849697,21.21559973,21.11722819,15.99547812,19.35769034,17.71981984,22.70782074,12.44408794,18.83407784,23.9378479,19.82652802,22.06861775,11.04544005,26.30871773,28.82793589,24.1031548,34.11828451,20.45866363,33.66039675,33.43080068,27.997437,16.84268803,16.94802874,35.11836196,31.43255126,16.06811584,18.6567161,27.40349974,12.04139058,35.40697455,20.35580214
2.303290368,3.240985031,2.725501268,2.758517611,2.615098897,2.327875593,2.091678846,3.939781379,4.979724321,3.203071064,3.424839128,2.724938489,4.107651661,4.29306186,3.481868785,1.848235663,4.954179494,1.615933346,1.189841506,0.432419038,0.425349791,0.585721623,0.618725448,0.446819426,0.576393115,0.26537855,0.761821373,1.152927125,0.387334875,1.024805946,0.479645249,0.581367608,0.493756752,0,0.634533594,0.576904134
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.78922209,29.16886528,33.02049613,34.88753842,30.23708099,32.15378163,35.85735165,45.70146399,52.96615869,48.18532992,38.26885461,36.63528413,49.13414232,44.1769914,35.68915505,28.73166348,42.48584233,25.56161897,41.64445269,32.43142788,39.84109705,37.63261425,29.82281582,36.49025311,35.01588175,34.63190074,47.3601191,27.43966558,32.92346433,49.06289038,38.85126517,33.60329505,32.46450645,26.05319052,34.3917208,34.61452402
37.92751473,35.00263833,35.01220859,33.44519422,33.96702924,38.66805049,41.22923114,33.40934609,42.09210068,39.68716459,33.20604894,40.85136952,38.08111438,38.08361327,40.18004039,45.19776302,36.78102958,46.36178126,82.13594897,76.37168846,78.64887768,93.71179885,92.54254653,63.40308077,86.87252934,89.80715309,83.41676834,67.40046562,80.91929064,83.93768933,76.25064416,73.32634063,76.62253063,59.46925352,78.78343724,73.80910353
15.35526912,17.01517141,19.07850888,16.15709866,16.18092442,14.98569913,11.95245055,15.75912551,11.31755528,14.62271573,16.82638354,16.34963093,13.38920854,13.15615731,13.49224154,19.32246375,13.96177857,14.38813901,15.86455341,14.84638698,13.18584351,19.18238314,19.47270394,16.23443914,13.11294337,11.67665619,13.04358547,12.22102753,18.59207398,13.03300906,13.43006697,14.8326687,15.55333769,12.58872651,15.60952642,9.890389742
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.104826972,0.323141973,0.163443681,0.145492225,0,0,0.150900737,0,0,0.151385472,0,0.138485866,0,0.168021424,0,0,0.132204612,0,0.283566527,0.585721623,0.369734885,0.297879617,0.144098279,0.398067825,0.253273504,0.691756275,0.129111625,0.255549197,0.119911312,0.115880224,0,0.218934374,0.126906719,0.115004532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288279359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.4945139,108.897097,113.7372644,105.8289962,113.4299146,113.4839352,118.3292604,114.0960687,99.59448643,116.5639339,97.68236818,128.6776509,101.4429447,94.17038919,100.8291169,108.7098613,136.6152527,82.25946143,87.9160668,83.45687441,67.91418323,108.651361,91.32451658,87.27872786,111.8202644,88.50374635,39.89057691,37.35483886,121.6231506,97.74756794,57.7972525,59.67831546,95.66537073,20.90823273,123.4802374,62.33245628
1.842632294,2.268689522,1.782058521,0.807854933,0.653774724,1.309430021,1.643461951,0.787956276,0.452702211,0.835583756,1.191248392,2.422167546,0.630080402,1.523344531,1.595856527,0.840107119,0.750633257,0.145334738,1.189841506,1.729676154,0.425349791,0.292860811,0.492979847,0.446819426,0.864589673,0.796135649,0.886457265,0.230585425,0.774669749,0.511098394,1.07920181,1.042922018,0.987513504,0.109467187,0.380720157,0.345013596
1.074868838,0.972295509,1.572404578,7.270694395,3.10542994,1.163937797,1.792867583,1.260730041,0.452702211,0.417791878,5.807335913,2.422167546,1.732721106,3.046689062,3.626946651,1.008128543,1.951646467,1.1626779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.531711898,3.078935779,4.926867677,2.100422825,3.595760983,4.801243411,4.844731603,5.51569393,5.130625058,3.620862942,5.956241962,2.724938489,8.97864573,7.339750922,3.090782382,3.6068655,7.506332566,3.924037913,8.284562333,3.315212628,11.43487692,5.163033602,5.792513197,8.340629283,4.755243201,4.776813896,5.065470084,7.955197165,6.584692867,7.794250516,6.95485611,7.763975021,6.665716154,8.866842153,8.122030005,7.820308168
6.175751043,3.823357631,6.058810284,7.034897697,9.583830781,10.87094623,4.892885038,5.363145595,3.74064819,7.622111462,4.515307907,4.962657976,9.063423048,5.699219651,6.928817328,8.057383371,6.243362087,10.60020708,7.138916829,6.662308952,10.06661171,2.984866675,6.487565483,21.14945283,8.304282939,6.050272674,4.371462692,5.072879351,8.905745458,10.47751709,6.115476924,8.922777263,11.75764438,6.535530417,10.70290657,10.25754171
0.921316147,0.648197006,1.15309669,1.292567892,1.797880491,1.309430021,0.747028159,0.787956276,0.754503685,0.139263959,1.340154441,1.816625659,0.157520101,0.692429332,1.305700795,1.512192815,0.900759908,0.872008425,3.966138352,3.459352307,2.835665271,3.660760141,4.436818619,5.510772919,4.034751807,2.123028398,1.772914529,2.421146963,3.615125496,3.322139564,2.877871494,2.20172426,2.715662137,4.707089044,3.807201565,3.105122361
0.307105382,0.810246258,0.209653944,0.161570987,0.163443681,0.727461123,0.448216896,0.157591255,0.301801474,0.417791878,0,0.454156415,0.787600503,0.415457599,0.435233598,0.168021424,0.300253303,1.017343163,1.322046117,1.873815833,0.708916318,0.878582434,1.47893954,0.744699043,1.440982788,0.796135649,1.646277777,1.498805263,2.453120872,1.022196789,1.199113122,0.811161569,1.728148632,0.547335935,1.395973907,1.035040787
83.99332209,73.73240945,84.4905393,71.25280507,72.73243806,90.49616369,51.99315989,38.76744877,73.94136114,53.61662433,45.56525101,65.70129468,82.69805278,41.40727407,19.15027832,72.08119084,32.27062446,127.0225606,322.5792526,598.6120888,251.510749,192.5559834,472.1514481,152.6633038,189.3451384,378.2891613,196.2629048,310.4786631,234.9831572,144.1297472,164.8780543,358.6492939,184.4181469,118.1150949,139.470484,251.2653514
0.307105382,0,0.314480916,0.323141973,0,0,0,0.157591255,0,0.139263959,0.148906049,0.151385472,0.157520101,0.138485866,0.145077866,0,0.150126651,0.145334738,0,0,0.141783264,0.292860811,0.123244962,0.297879617,0.432294836,0.132689275,0.253273504,0.230585425,0.25822325,0.127774599,0.479645249,0,0.123439188,0.109467187,0.126906719,0.345013596
58.81068073,56.23109029,30.19016789,32.15262633,39.22648345,38.84642396,37.5008136,48.69569784,35.31077246,26.87794415,40.94916349,32.39649093,30.0863392,43.90001966,33.80314279,33.1002205,40.53419586,24.56157064,93.05195156,77.24344525,117.3757001,66.91869538,58.62158925,60.4695623,84.72978794,64.07220092,87.46977759,98.90189347,78.4998679,68.35941026,89.81357287,83.20200097,71.56720212,107.1683761,63.19954598,66.21707936
11.97710991,12.80189087,13.73233331,12.92567892,8.662515095,10.76642462,10.45839423,9.770657819,10.11034938,9.469949233,10.72123553,15.13854716,9.923766333,10.38643998,8.559594097,14.44984245,10.50886559,7.993410563,4.62716141,6.198006217,4.962414224,5.564355414,5.669268236,5.510772919,6.196225989,5.838328095,2.152824786,4.381123076,7.359362616,5.238758543,4.556629865,7.300454124,4.443810769,4.597621857,6.565151069,5.060199403
0,0,0.104826972,0,0.163443681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288279359,0.141783264,0,0.123244962,0,0,0.132689275,0.129898915,0.230585425,0.129111625,0,0,0,0,0.109467187,0,0.115004532
74.8902579,65.95404538,63.29284837,96.38969602,85.27886535,64.70446605,68.57718503,74.17379124,63.22740881,67.4825797,81.27128361,74.44077796,53.37789134,66.14708168,85.2732878,58.7913683,59.54728587,39.49427891,63.45133899,85.3745087,84.04770079,120.642254,77.50148492,128.3521568,104.9970668,83.4009149,94.67832143,90.36239284,97.18283647,88.65627748,71.30634102,67.53198178,82.79362595,77.70331234,69.63688929,74.94615334
3.378159207,5.023526798,6.394445282,5.978126503,5.230197793,3.637305614,3.884546429,5.358102675,2.565312529,3.203071064,4.616087521,6.963731694,4.568082915,5.539434658,3.772024518,3.864492749,4.954179494,2.034686325,1.586455341,2.59451423,2.977448534,6.150077037,1.232449616,2.978796173,3.746555249,2.255717673,0.886457265,0.576463563,3.356902246,6.51650453,1.678758371,1.39056269,3.703175641,0.547335935,3.29957469,1.955077042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.677247225,7.826330653,10.48447924,9.85583018,14.87337497,12.51233131,9.56196044,11.34657037,11.77025749,11.21310228,13.34169907,9.153658788,11.11841453,12.60221385,12.71607496,10.75337113,11.93867182,11.04544005,14.62619281,15.13466634,13.04406024,12.59301489,13.43370082,16.55883004,12.10425542,15.25926661,13.55013248,10.83751498,14.58961361,10.17315799,12.59068779,12.05154332,14.31894581,13.64738368,13.70592563,13.70060489
1.22842153,1.458443264,1.15309669,0.323141973,1.470993129,2.764352267,1.942273214,2.521460082,3.508985378,4.874238576,2.978120981,6.860471664,5.134288917,5.262462925,1.305700795,2.18427851,5.254432797,4.394486458,4.372032951,11.60233612,8.11816939,17.82321611,16.26747222,2.383036938,16.65286169,14.64849788,14.54005197,8.992831577,15.29275552,18.11818254,14.74381531,17.30242392,11.54008281,5.582826541,13.09030114,22.2731577
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.913686119,9.722955093,7.862022888,6.947552422,7.84529669,5.674196758,18.51897748,17.49262932,13.71909524,15.17977156,7.8920206,12.2622232,13.07416834,16.47981811,17.97311651,10.07012881,19.66659132,6.540063188,1.983069176,9.801498203,9.21591213,16.25377503,11.58502639,2.085157321,16.42720378,12.20741329,22.16143162,4.381123076,9.941595113,19.03841519,23.26279457,8.343376142,18.88619577,0,5.964615785,17.0075602
615.132081,601.2027232,572.3552663,496.0229287,785.02,478.08745,471.9723911,535.495085,343.6009782,509.4275631,399.2171175,351.2142942,264.6337689,337.9055141,463.5237821,400.2270317,416.9017107,313.6323635,240.6123933,231.3441855,198.2130024,251.1281457,194.7270394,425.0742138,259.3769019,151.1330841,145.7589017,164.5227008,285.982249,198.5617263,155.2851493,162.4640743,227.2515452,153.3635291,243.4070867,139.8455108
249.2160178,391.8350902,324.2298239,364.0194327,442.1151572,317.7550185,353.6431307,451.498946,160.8601857,252.4855582,302.2792796,167.1295607,164.1359447,232.1023122,359.64803,127.0241965,229.5436499,76.15540245,28.55619613,58.9531289,57.1386552,63.40436564,54.96725289,72.68262661,65.85291341,46.97200331,26.21380769,32.62783765,89.60346764,70.65935304,37.89197467,39.283396,48.75847927,15.32540619,53.42772863,27.71609218
4.760133427,4.537379043,7.023407113,5.17027157,4.249535707,4.655751186,6.573847803,6.618832716,4.828823584,4.595710657,7.594208502,4.844335092,7.560964825,6.093378124,5.367881044,5.376685564,5.554686099,1.598682113,3.701729128,3.026933269,2.835665271,3.660760141,3.820593811,1.940402721,1.585081067,4.378746071,3.039282051,3.228195951,3.615125496,3.577688761,2.757960181,1.854083587,2.098466197,1.751474993,2.665041096,1.84007251
3.685264589,7.292216319,6.708926198,4.362416637,6.701190923,4.073782288,3.137518269,5.042920165,2.112610318,3.203071064,5.211711717,4.69294962,2.677841709,3.600632528,3.191713053,1.848235663,5.104306145,2.616025275,2.776296846,2.306234871,4.537064433,4.392912169,4.190328696,4.021374833,3.026063855,3.582610422,4.432286324,4.842293926,5.293576619,2.938815768,3.597339367,3.128766053,3.332858077,8.319506218,4.187921722,3.220126893
1.842632294,1.782541767,2.096539437,0,1.144105767,3.200828941,1.344650687,1.103138786,1.961709581,3.063807105,2.978120981,2.876323961,7.876005026,3.185174928,2.466323723,3.360428478,1.201013211,6.685397925,8.328890539,9.369079165,20.55857321,2.196456085,6.039003121,4.915013685,3.314260413,12.60548111,20.8950641,15.56451619,2.582232497,3.066590367,5.156186426,6.605172779,4.320371581,14.12126713,1.015253751,5.290208467
0.460658074,0.162049252,0.733788803,0.48471296,0,0.145492225,0.298811264,0,0.301801474,0.278527919,1.191248392,0.151385472,0.315040201,0.415457599,0.870467196,0,0.750633257,1.017343163,1.718659952,0.432419038,0.708916318,1.171443245,0.862714732,0.297879617,1.008687952,1.857649848,5.572017093,2.075268826,0.25822325,1.533295183,1.678758371,0.695281345,1.481270256,2.517745303,0.761440313,2.760108765
123.6099164,136.9316176,126.735809,154.9465761,140.2346783,136.1807222,141.7859447,128.2792817,115.7408653,138.8461674,117.6357788,132.0081313,137.0424875,135.9931209,121.7203296,150.3791744,129.8595534,113.3610953,32.6545391,31.42245012,33.17728367,34.26471492,66.67552425,37.23495216,31.2693265,31.1819796,26.08717093,34.70310647,34.60191546,29.00483389,33.57516743,37.77695309,35.55048615,32.183353,39.46798956,35.88141395
8.752503399,8.42656108,7.337888029,9.371117221,7.927018531,11.2756474,10.90661113,8.825110288,15.0900737,8.634365477,7.519755477,9.310206505,10.79012689,10.52492585,8.414516231,9.493210449,6.080129379,9.955429519,10.1797551,10.30598708,10.77552803,12.15372367,13.86505818,5.883122441,10.80737091,10.48245272,16.27282265,10.31869777,9.941595113,9.135883801,13.6698896,13.32622578,10.36889179,9.961514024,7.677856489,9.947892008
8.752503399,8.42656108,7.337888029,9.371117221,7.927018531,11.2756474,10.90661113,8.825110288,15.0900737,8.634365477,7.519755477,9.310206505,10.79012689,10.52492585,8.414516231,9.493210449,6.080129379,9.955429519,10.1797551,10.30598708,10.77552803,12.15372367,13.86505818,5.883122441,10.80737091,10.48245272,16.27282265,10.31869777,9.941595113,9.135883801,13.6698896,13.32622578,10.36889179,9.961514024,7.677856489,9.947892008
1.612303258,3.565083534,2.044125951,2.989063251,2.288211535,2.982590604,3.062815453,2.679051338,2.565312529,2.854911166,2.605855858,2.34647481,3.150402011,3.392903728,3.11917412,3.864492749,2.852406375,1.453347375,2.908501458,3.387282467,3.473689957,3.148253721,1.848674425,1.712807799,2.954014716,2.919164047,2.532735042,2.478793319,2.517676684,3.002703068,1.85862534,2.20172426,2.962540513,1.258872651,3.172667971,2.932615563
1.612303258,3.565083534,2.044125951,2.989063251,2.288211535,2.982590604,3.062815453,2.679051338,2.565312529,2.854911166,2.605855858,2.34647481,3.150402011,3.392903728,3.11917412,3.864492749,2.852406375,1.453347375,2.908501458,3.387282467,3.473689957,3.148253721,1.848674425,1.712807799,2.954014716,2.919164047,2.532735042,2.478793319,2.517676684,3.002703068,1.85862534,2.20172426,2.962540513,1.258872651,3.172667971,2.932615563
13.43586048,12.39676774,14.1516412,14.86453076,15.77231522,14.98569913,13.44650687,13.1588698,15.99547812,14.55308375,15.70958818,14.83577622,16.06705025,16.20284637,15.160637,16.97016381,15.53810841,16.64082744,14.41030268,11.45910452,15.1708092,13.76445813,10.90717911,13.62799249,11.23966575,14.92754342,14.75318162,16.77508967,12.00738111,13.73576935,14.62918009,15.87559071,14.01034784,16.0916765,13.07139204,16.50315033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.43586048,12.39676774,14.1516412,14.86453076,15.77231522,14.98569913,13.44650687,13.1588698,15.99547812,14.55308375,15.70958818,14.83577622,16.06705025,16.20284637,15.160637,16.97016381,15.53810841,16.64082744,14.41030268,11.45910452,15.1708092,13.76445813,10.90717911,13.62799249,11.23966575,14.92754342,14.75318162,16.77508967,12.00738111,13.73576935,14.62918009,15.87559071,14.01034784,16.0916765,13.07139204,16.50315033
12.89842606,13.12598937,15.26354089,14.54138879,13.23893816,21.67834146,17.48045893,17.65022058,27.46393414,24.09266496,19.80450452,24.22167546,31.16440677,26.8338524,21.32644631,18.65037805,19.51646467,18.6028464,44.25919551,28.68379621,33.01820284,31.33610681,37.83620322,30.53266077,30.40473683,36.22417204,41.03030768,33.64714052,26.59699472,24.78827213,36.57295023,31.03086996,26.16910786,26.70999365,37.15612986,31.16622814
5.835002266,1.134344761,1.467577606,2.423564798,2.941986259,3.055336716,4.033952061,3.467007613,4.376121373,2.506751267,2.680308883,4.238793205,5.828243719,3.600632528,4.642491714,4.536578445,2.702279724,6.540063188,9.650936656,6.774564935,3.261015061,4.539342575,7.641187622,6.404411771,5.043439758,5.042192445,6.711747862,7.955197165,4.648018494,5.622082339,8.273880544,9.733938832,5.184445897,7.991104657,5.45698891,6.785267381